key_0,open,high,low,close,volume,macd,macdsignal,macdhist,rsi,mom,slowk,slowd
2000-02-08,98.97,99.38,98.73,99.21,4936400,,,,51.505927632938175,1.6400000000000006,83.04277234373149,85.53408683356656
2000-02-09,99.31,99.31,97.11,97.12,8511500,,,,45.78276110184932,0.3200000000000074,64.27474364186672,77.29051067074467
2000-02-10,97.36,98.0,96.84,97.32,6690600,,,,46.396579730005406,0.9099999999999966,47.169700921142805,64.82907230224703
2000-02-11,97.51,97.57,94.89,95.34,9849800,,,,41.39948600862091,1.9300000000000068,18.981795739068033,43.47541343402588
2000-02-14,96.09,96.09,95.08,95.9,8528800,,,,43.26081085050521,-0.03999999999999204,17.138113860489018,27.76320350689998
2000-02-15,95.73,97.08,94.73,96.98,11078300,,,,46.77220541401095,0.09000000000000341,27.21444711359233,21.111452237716488
2000-02-16,96.5,96.89,95.41,95.55,8845400,,,,42.97945409814548,-1.4200000000000017,32.23250740841436,25.528356127498597
2000-02-17,96.54,96.54,95.02,95.06,7584200,-0.9275022497779446,-0.8917310262196546,-0.03577122355828999,41.73072794996307,-3.3700000000000045,28.607602821277524,29.3515191144281
2000-02-18,95.47,95.47,92.55,93.02,9409200,-1.1294339446311739,-0.9392716099019585,-0.1901623347292154,36.921215318308874,-5.0,15.690482282479072,25.510197504057015
2000-02-22,92.93,93.73,91.79,92.78,16415400,-1.2939167945061314,-1.010200646822793,-0.2837161476833383,36.38985249966249,-5.090000000000003,13.569850004548137,19.289311702768273
2000-02-23,93.23,94.5,92.46,93.88,12119000,-1.3202903458952733,-1.072218586637289,-0.2480717592579842,40.60879346862025,-5.329999999999998,23.356741286882613,17.539024524636634
2000-02-24,93.96,94.2,91.49,91.99,17375000,-1.4766765716742896,-1.153110183644689,-0.32356638802960047,36.16986873467236,-5.13000000000001,23.19864600715597,20.0417457661956
2000-02-25,92.93,93.99,91.51,91.65,10559900,-1.6094956765248156,-1.2443872822207145,-0.36510839430410114,35.41979233386153,-5.6699999999999875,18.300494252795115,21.618627182277923
2000-02-28,91.69,93.96,91.24,93.58,13397800,-1.5412542837265022,-1.303760682521872,-0.23749360120463026,42.68562223202013,-1.7600000000000051,28.566743901939077,23.35529472063008
2000-02-29,93.53,94.48,93.32,94.48,8242500,-1.3984297818619922,-1.322694502389896,-0.07573527947209624,45.75075553630027,-1.4200000000000017,58.39524822476405,35.08749545983277
2000-03-01,94.61,95.55,94.33,95.17,6868000,-1.2155509865907987,-1.3012657992300765,0.08571481263927772,48.04482144710166,-1.8100000000000023,87.44964627845086,58.13721280171802
2000-03-02,95.34,95.64,94.42,95.23,7600200,-1.0536311215026473,-1.2517388636845905,0.19810774218194327,48.24975423913235,-0.3199999999999932,93.75053863762544,79.86514438028014
2000-03-03,96.54,97.42,96.05,97.01,12770300,-0.7727693340802801,-1.1559449577637284,0.38317562368344826,54.04141007087648,1.9500000000000028,91.74360287942396,90.98126259850011
2000-03-06,96.8,97.16,95.38,96.07,11967100,-0.6189001919792219,-1.048536004606827,0.4296358126276052,50.80762075266857,3.049999999999997,83.70689490213528,89.7336788063949
2000-03-07,96.24,96.35,92.95,94.21,20062000,-0.6396705200541248,-0.9667629076962866,0.32709238764216175,45.061667568607625,1.4299999999999926,62.87559532922487,79.44203103692806
2000-03-08,93.81,94.76,92.83,94.09,11808500,-0.6582265261520774,-0.9050556313874447,0.24682910523536727,44.710354485422904,0.21000000000000796,40.90402352898375,62.49550458678132
2000-03-09,94.35,96.84,93.58,96.84,5500900,-0.44589033120145416,-0.8132225713502466,0.3673322401487924,53.63194135302868,4.8500000000000085,47.667578092634024,50.48239898361424
2000-03-10,96.37,97.62,95.92,96.33,7924600,-0.3151324538902571,-0.7136045478582487,0.39847209396799155,51.95750457995254,4.679999999999993,62.627902780999555,50.39983480087247
2000-03-13,93.96,96.56,93.28,95.27,10540500,-0.2936539750408542,-0.6296144332947697,0.3359604582539155,48.563769065310055,1.6899999999999977,70.4573950511156,60.25095864158309
2000-03-14,95.75,96.31,93.6,93.92,8263900,-0.38117193064270793,-0.5799259327643573,0.1987540021216494,44.57082717948541,-0.5600000000000023,48.921363952679165,60.668887261598144
2000-03-15,94.09,96.54,93.53,96.11,10300800,-0.2706954351097721,-0.5180798332334403,0.2473843981236682,51.53267722851113,0.9399999999999977,46.300857200581056,55.22653873479197
2000-03-16,97.36,100.95,96.84,100.6,25601400,0.1771217102235454,-0.37903952454204315,0.5561612347655885,62.055305667069874,5.36999999999999,61.13329367414841,52.11850494246958
2000-03-17,100.49,102.0,100.23,101.27,10272900,0.5794044114365704,-0.18735073734632043,0.7667551487828909,63.334526852627725,4.259999999999991,84.09086008735632,63.8416703206953
2000-03-20,101.22,101.55,99.78,100.75,12502300,0.8464987851910877,0.019419167161161183,0.8270796180299265,61.598805137147,4.680000000000007,90.7690792289186,78.66441099680782
2000-03-21,100.3,103.21,99.59,102.82,13612600,1.2112422542558363,0.2577837845800962,0.9534584696757401,65.63612686216372,8.61,90.94718181457131,88.60237371028211
2000-03-22,103.08,103.96,102.47,103.44,8260000,1.5326652883748721,0.5127600853390514,1.0199052030358207,66.76325460277283,9.349999999999994,91.30324476340824,91.00650193563276
2000-03-23,102.8,105.77,102.8,105.21,11654500,1.9082227619624348,0.791852620663728,1.1163701412987068,69.80786111793353,8.36999999999999,93.20207164016979,91.81749940604982
2000-03-24,105.36,107.34,104.56,105.83,11462900,2.2301755089388706,1.0795171983187566,1.150658310620114,70.81631472056579,9.5,88.05042319086738,90.85191319814851
2000-03-27,105.7,105.98,104.63,104.71,8798600,2.367657854758704,1.3371453296067461,1.030512525151958,66.49550308399995,9.439999999999998,79.17305216271701,86.80851566458476
2000-03-28,104.24,105.43,103.79,104.11,6334400,2.400526839606073,1.5498216316066116,0.8507052079994613,64.23441392056313,10.189999999999998,60.08540328100503,75.76962621152984
2000-03-29,104.45,105.09,103.14,104.22,6747500,2.4076973908157555,1.7213967834484403,0.6863006073673152,64.4729263232018,8.11,43.67253795013489,60.97699779795234
2000-03-30,103.49,104.7,101.4,102.47,9491900,2.246276057537685,1.8263726382662893,0.4199034192713955,57.861907212360606,1.8700000000000045,27.65552191161348,43.80448771425117
2000-03-31,103.12,104.97,102.3,103.64,9249100,2.187541097760999,1.8986063301652312,0.28893476759576764,60.75900737828221,2.3700000000000045,32.73309933211566,34.687053064621374
2000-04-03,103.46,104.24,102.47,104.24,8508200,2.1644576837164635,1.9517766008754776,0.21268108284098597,62.19447684784838,3.489999999999995,45.79774299218341,35.395454745304214
2000-04-04,104.58,105.44,97.44,103.46,19585500,2.0594839811605823,1.9733180769324985,0.08616590422808379,59.164474117386824,0.6400000000000006,64.8765869876941,47.80247643733109
2000-04-05,101.91,103.94,101.74,102.82,8387200,1.902715593332914,1.9591975802125816,-0.056481986879667545,56.722631732482945,-0.6200000000000045,70.99048800661696,60.55493932883152
2000-04-06,103.55,104.54,102.69,103.71,6378500,1.829205140267561,1.9331990922235776,-0.10399395195601646,59.24185000922911,-1.5,73.625,69.83069166477038
2000-04-07,104.45,104.84,103.72,104.37,6023600,1.8034154104839644,1.9072423558756548,-0.10382694539169046,61.052454769846356,-1.4599999999999937,77.41666666666671,74.01071822442792
2000-04-10,104.58,105.52,103.59,103.96,9624200,1.7299514864599672,1.8717841819925174,-0.14183269553255018,59.2904048221786,-0.75,81.89768976897695,77.64645214521458
2000-04-11,103.38,104.5,102.26,103.66,9006400,1.628748110242185,1.823176967642451,-0.19442885740026594,57.97198021229356,-0.45000000000000284,72.70390670019391,77.33942104527921
2000-04-12,103.64,104.17,100.73,100.81,10779200,1.3035460563935857,1.719250785392678,-0.4157047289990923,47.22772733664964,-3.4099999999999966,44.38562207945622,66.32907284954238
2000-04-13,101.63,102.11,99.09,99.41,12225800,0.9222219850718147,1.5598450253285052,-0.6376230402566905,43.01073502284993,-3.0600000000000023,19.146822927379244,45.412117235676476
2000-04-14,98.29,98.42,92.01,93.73,29604000,0.15984874417787864,1.27984576909838,-1.1199970249205013,30.940053211235536,-9.909999999999997,6.459376043041158,23.33060701662556
2000-04-17,93.17,97.0,92.82,97.0,23918200,-0.17841916528806223,0.9881927822210915,-1.1666119475091539,41.175308835136434,-7.239999999999995,19.219981186863944,14.942060052428133
2000-04-18,96.87,99.57,96.33,99.57,11069200,-0.23639636882647608,0.743274952011578,-0.9796713208380541,47.73191498927697,-3.8900000000000006,38.28477478049032,21.32137733679849
2000-04-19,99.59,100.02,98.23,98.64,6553700,-0.353314162267381,0.5239571291557862,-0.8772712914231672,45.74491977929441,-4.179999999999993,55.922192852423336,37.80898293992588
2000-04-20,98.94,99.2,98.12,99.11,8537600,-0.4033971723733032,0.3384862688499683,-0.7418834412232715,46.94690270357786,-4.599999999999994,72.15127266225541,55.45274676505637
2000-04-24,97.52,98.77,96.83,98.04,12893100,-0.5233950045374911,0.1661100141724764,-0.6895050187099675,44.52829961903094,-6.329999999999998,75.59425511839584,67.88924021102487
2000-04-25,99.67,102.11,99.54,102.11,14102000,-0.2867734199990508,0.07553332733817095,-0.3623067473372218,54.19477212735014,-1.8499999999999943,87.0464003329173,78.2639760378562
2000-04-26,101.98,102.52,100.62,100.95,7711100,-0.19065367803872846,0.02229592626279106,-0.21294960430151952,51.443248838114506,-2.7099999999999937,81.63591095489176,81.42552213540165
2000-04-27,98.55,101.55,98.55,100.62,15595300,-0.13949828273605647,-0.010062915536978446,-0.12943536719907803,50.65532982582058,-0.18999999999999773,79.67193907439965,82.78475012073625
2000-04-28,101.31,101.9,99.97,100.0,8743400,-0.14728823476117725,-0.03750797938181821,-0.10978025537935904,49.13272746678019,0.5900000000000034,64.90919742237857,75.40568248389
2000-05-01,101.01,102.33,100.51,101.35,7328300,-0.04402066743315913,-0.038810516992086395,-0.0052101504410727376,52.4819695878362,7.61999999999999,64.28294221895625,69.6213595719115
2000-05-02,100.28,101.4,99.33,99.33,9411900,-0.12375097032507654,-0.055798607658684427,-0.06795236266639211,47.44781450670838,2.3299999999999983,48.629365820690964,59.2738351540086
2000-05-03,99.24,99.24,96.33,97.0,12630700,-0.3706764102509368,-0.1187741681771349,-0.25190224207380185,42.39617473990874,-2.569999999999993,33.780996361600934,48.897768133749395
2000-05-04,97.86,98.11,97.0,97.73,5963600,-0.5016786619278832,-0.19535506692728458,-0.3063235950005987,44.39369778490927,-0.9099999999999966,18.049118387909406,33.48649352340045
2000-05-05,97.22,99.24,97.13,98.92,7862400,-0.5036698430203188,-0.2570180221458914,-0.24665182087442739,47.58456306984973,-0.18999999999999773,25.888888888888985,25.90633454613312
2000-05-08,98.38,98.81,97.76,98.18,5064100,-0.5585213969472136,-0.31731869710615584,-0.24120269984105774,45.82362791000635,0.14000000000000057,34.32971729125588,26.08924152268477
2000-05-09,98.6,98.83,96.67,97.39,5620300,-0.6581512879503748,-0.3854852152749996,-0.2726660726753752,43.953584730167584,-4.719999999999999,38.69397845964077,32.97086154659522
2000-05-10,96.83,97.15,94.93,95.19,10293900,-0.9042071707824704,-0.48922960637649376,-0.4149775644059766,39.160740316310196,-5.760000000000005,26.315917103621093,33.11320428483926
2000-05-11,96.57,97.52,95.88,97.37,7091100,-0.9127785072374479,-0.5739393865486846,-0.3388391206887633,45.50229498037937,-3.25,33.0237094798054,32.6778683476891
2000-05-12,97.73,98.88,97.61,98.42,5960800,-0.8253312237507515,-0.624217753989098,-0.20111346976165356,48.29766599393186,-1.5799999999999983,50.333147326891684,36.5575913034394
2000-05-15,98.38,100.35,97.86,100.13,4441300,-0.6110026543665725,-0.6215747340645928,0.01057207969802032,52.56495498519265,-1.2199999999999989,80.30263959722049,54.55316546797254
2000-05-16,101.01,101.81,100.15,101.09,8192200,-0.3595372207537082,-0.5691672314024159,0.20963001064870768,54.8194695134665,1.7600000000000051,91.27675783675714,73.97084825362312
2000-05-17,100.41,100.75,99.57,100.04,5907200,-0.24218353663248138,-0.503770492448429,0.2615869558159476,51.913210236893434,3.0400000000000063,85.2092045960658,85.59620067668116
2000-05-18,100.36,100.84,98.81,98.81,4325600,-0.24559949879810006,-0.45213629371836317,0.2065367949202631,48.65887641326406,1.0799999999999983,62.7526943166773,79.7462189165001
2000-05-19,98.25,98.71,96.77,97.26,6518400,-0.36912369139170664,-0.4355337732530319,0.06641008186132524,44.84384331003937,-1.6599999999999966,36.14847381710802,61.370124243283726
2000-05-22,97.35,97.5,94.42,96.53,10839400,-0.5199289854021742,-0.45241281568286035,-0.0675161697193139,43.128783430976476,-1.6500000000000057,22.281916074203043,40.3943614026628
2000-05-23,96.79,97.05,94.81,95.11,7979200,-0.7454325179129029,-0.5110167561288689,-0.234415761784034,39.9297197127701,-2.280000000000001,16.340661067527446,24.923683652946185
2000-05-24,95.11,96.96,94.07,96.66,11081500,-0.7899673936074976,-0.5668068836245946,-0.22316050998290293,44.74738431888189,1.4699999999999989,25.85225907617119,21.49161207263391
2000-05-25,96.96,97.73,94.91,95.0,8278900,-0.9482785652359382,-0.6431012199468633,-0.3051773452890749,40.95873417134509,-2.3700000000000045,23.01592774927718,21.736282630991955
2000-05-26,95.67,96.27,94.64,95.11,4814000,-1.0527300123495422,-0.725026978427399,-0.32770303392214317,41.31332348708709,-3.3100000000000023,28.905140080959296,25.924442302135905
2000-05-30,96.49,98.51,96.12,98.21,5362700,-0.8752748212009465,-0.7550765469821086,-0.12019827421883789,50.36116981382436,-1.9200000000000017,47.23388241265576,33.051650080964095
2000-05-31,98.25,99.24,97.93,98.42,6056500,-0.7095161976947679,-0.7459644771246404,0.0364482794298725,50.91326269930596,-2.6700000000000017,68.59926959334007,48.24609736231839
2000-06-01,99.03,100.23,98.55,100.15,8961600,-0.43355697759511713,-0.6834829772187357,0.2499259996236186,55.32183005075792,0.10999999999999943,91.9837937403499,69.27231524878192
2000-06-02,102.65,102.75,101.64,101.89,8962200,-0.07360537235926756,-0.5615074562468421,0.4879020838875745,59.28277921962633,3.0799999999999983,90.7013152075632,83.76145951375106
2000-06-05,101.63,102.15,101.22,101.4,6998100,0.1701584821401525,-0.4151742685694432,0.5853327507095957,57.73060134077761,4.140000000000001,89.20089656071148,90.62866850287487
2000-06-06,101.05,101.85,100.56,100.94,4858900,0.3225072743304054,-0.2676379599894735,0.5901452343198789,56.241860681889975,4.409999999999997,77.16064982491322,85.68762053106265
2000-06-07,101.05,102.0,100.62,101.64,4919500,0.49403402292014675,-0.11530356340754944,0.6093375863276962,58.016133081137724,6.530000000000001,71.88585680042847,79.41580106201775
2000-06-08,101.65,101.83,100.66,101.25,5723100,0.5916799481922226,0.026093138912404973,0.5655868092798176,56.63821853376887,4.590000000000003,55.842136888860004,68.29621450473392
2000-06-09,101.65,101.98,100.36,101.03,3085300,0.6438905170157199,0.14965261453306797,0.49423790248265187,55.83264632248592,6.030000000000001,47.50281516142081,58.41026961690312
2000-06-12,101.29,101.29,99.85,99.85,3678900,0.5833273955296931,0.236387570732393,0.3469398247973001,51.593901504951056,4.739999999999995,22.97900563761128,42.107985895964056
2000-06-13,99.8,101.83,99.67,101.72,6558700,0.6784038400004135,0.3247908245859971,0.3536130154144164,57.14631175731522,3.510000000000005,41.804333405263705,37.428718068098625
2000-06-14,102.17,102.6,101.44,101.89,6420500,0.7587240874917143,0.41157747716714055,0.3471466103245737,57.62220747399701,3.469999999999999,54.58358356892105,39.788974203932035
2000-06-15,102.09,102.52,101.2,102.11,5881200,0.8305564855263015,0.49537327883897275,0.3351832066873287,58.268085254809286,1.9599999999999937,82.34240040623622,59.57677246014035
2000-06-16,102.46,102.46,100.77,101.27,5567900,0.8103618516727522,0.5583709934057286,0.2519908582670236,54.8318253373703,-0.6200000000000045,71.21729237770205,69.3810921176198
2000-06-19,101.18,103.04,101.03,102.56,5106900,0.8882109351017675,0.6243389817449364,0.2638719533568311,58.84571498032173,1.1599999999999966,74.54687853407741,76.03552377267192
2000-06-20,102.37,102.84,101.55,102.2,6480000,0.9103637960777604,0.6815439446115013,0.22881985146625916,57.314985149597966,1.2600000000000051,67.78659326798103,71.1835880599202
2000-06-21,101.51,102.54,101.47,102.15,3115000,0.9133569060039264,0.7279065368899863,0.18545036911394008,57.09284983335022,0.5100000000000051,69.84840760445677,70.72729313550509
2000-06-22,101.94,102.02,100.17,100.6,7490500,0.7816465857921884,0.7386545466704267,0.04299203912176164,50.552000437094726,-0.6500000000000057,46.25704155090637,61.29734747444809
2000-06-23,100.73,100.94,99.39,99.74,4863300,0.6009430974691128,0.711112256830164,-0.1101691593610512,47.31318605848438,-1.2900000000000063,28.454857011650986,48.18676872233808
2000-06-26,100.43,101.03,100.08,101.02,5201300,0.5546261980995553,0.6798150450840422,-0.12518884698448696,52.219902346909365,1.1700000000000017,23.93933210156554,32.88374355470767
2000-06-27,100.85,101.35,100.18,100.27,4159500,0.45218844277468406,0.6342897246221706,-0.18210128184748653,49.32148366726249,-1.4500000000000028,28.25730861466403,26.883832575960223
2000-06-28,100.6,101.54,100.38,100.56,5347700,0.3899117006509272,0.5854141198279219,-0.19550241917699474,50.46632946326516,-1.3299999999999983,39.8898589211037,30.69549987911113
2000-06-29,99.99,100.68,99.14,99.61,6345700,0.2608924673556743,0.5205097893334724,-0.2596173219777981,46.74126451007402,-2.5,30.66884442835011,32.93867065470599
2000-06-30,99.43,100.58,99.4,100.36,7420200,0.2166649487641621,0.4597408212196103,-0.2430758724554482,49.88620045432559,-0.9099999999999966,38.301119560625246,36.286607636693056
2000-07-03,100.47,101.85,100.3,101.74,1436600,0.2896301128447192,0.42571867954463205,-0.13608856669991287,55.135769832689206,-0.8200000000000074,55.4525420254202,41.47416867146523
2000-07-05,101.12,101.31,99.74,99.91,2748200,0.19751301788966202,0.38007754721363807,-0.18256452932397604,47.96095270277305,-2.2900000000000063,58.39585895858954,50.7165068482117
2000-07-06,100.12,101.18,99.63,100.68,5963200,0.18451514557000337,0.3409650668849111,-0.15644992131490776,50.858623410155445,-1.4699999999999989,60.39360393603949,58.080668306683116
2000-07-07,101.33,102.78,101.03,102.3,3034800,0.3014596598999617,0.33306398548792127,-0.03160432558795956,56.363848798784474,1.7000000000000028,57.01288965552385,58.60078418338433
2000-07-10,102.15,102.87,101.92,102.13,2816100,0.3760861636069137,0.34166842111171974,0.03441774249519397,55.659182984037436,2.3900000000000006,73.26195955363019,63.55615104839788
2000-07-11,101.87,103.02,101.66,102.35,5431600,0.4478181974102853,0.36289837637143285,0.08491982103885243,56.41853444939559,1.3299999999999983,81.06509953193249,70.4466495803622
2000-07-12,103.12,103.71,102.71,103.02,5883000,0.5523624609609499,0.40079119328933627,0.1515712676716136,58.73617172371078,2.75,80.16157244062265,78.16287717539514
2000-07-13,103.61,103.88,103.06,103.47,5356000,0.6638730667518189,0.4534075679818328,0.2104654987699861,60.264595107899396,2.9099999999999966,82.97941952747568,81.40203050001031
2000-07-14,103.92,104.48,103.39,104.48,5341900,0.8242432215252649,0.5275746986905192,0.29666852283474565,63.52976829859082,4.8700000000000045,89.56742346061237,84.23613847623693
2000-07-17,104.3,104.99,104.1,104.31,4208300,0.9269350154756779,0.607446762047551,0.3194882534281269,62.59737967842551,3.950000000000003,88.39787155576641,86.98157151461818
2000-07-18,104.05,104.05,103.17,103.46,4262100,0.9290219193915163,0.671761793516344,0.25726012587517233,58.012812885810035,1.7199999999999989,70.8247721405617,82.93002238564686
2000-07-19,103.25,103.56,102.41,102.63,8506800,0.8538589874806775,0.7081812323092107,0.14567775517146675,53.86434809555893,2.719999999999999,40.33381606821027,66.51881992151284
2000-07-20,102.93,104.05,102.8,104.05,4538900,0.898516417037925,0.7462482692549536,0.15226814778297137,59.23520610427138,3.3699999999999903,34.995920032639766,48.718169413803956
2000-07-21,103.45,103.45,102.02,102.02,5656900,0.7613276063829062,0.7492641366805441,0.01206346970236205,50.2323047593533,-0.28000000000000114,24.03100775193802,33.12024795092939
2000-07-24,102.33,102.83,101.25,101.44,5628500,0.5988995911246207,0.7191912275693595,-0.12029163644473884,47.98814787288973,-0.6899999999999977,23.450535252860856,27.492487679146254
2000-07-25,102.07,102.13,101.4,101.76,4757100,0.4903431735732653,0.6734216167701407,-0.18307844319687538,49.33308275925161,-0.5899999999999892,8.3333333333334,18.604958779377466
2000-07-26,101.53,101.66,100.61,100.77,12062500,0.3207295339125267,0.6028832001986179,-0.2821536662860912,45.42002541529307,-2.25,9.883720930232592,13.889196505475658
2000-07-27,100.81,101.29,99.95,100.43,7652600,0.15706381014514648,0.5137193221879236,-0.3566555120427771,44.12554221553302,-3.039999999999992,12.193244739756464,10.136766334440859
2000-07-28,100.66,100.79,97.76,98.16,6229500,-0.1540368430645742,0.38016808913742406,-0.5342049322019983,36.62119125983258,-6.320000000000007,8.75166495202271,10.276210207337295
2000-07-31,98.74,99.56,98.14,98.79,5265500,-0.34576485520251765,0.2349815002694357,-0.5807463554719534,39.68692160488006,-5.519999999999996,15.057875371904627,12.000928354561308
2000-08-01,99.22,99.97,98.87,99.39,3946600,-0.4441755216330563,0.09915009588893728,-0.5433256175219936,42.53773008951373,-4.069999999999993,24.418070732099938,16.075870352009133
2000-08-02,99.39,100.45,99.22,99.89,7439800,-0.4763300264246908,-0.01594592857378835,-0.46038409785090245,44.87603133838658,-2.739999999999995,41.90153639599707,27.125827500000586
2000-08-03,98.7,100.73,98.53,100.58,4607100,-0.4410513048064786,-0.1009670038203264,-0.34008430098615217,48.01958716910606,-3.469999999999999,65.06804068944689,43.795882605848
2000-08-04,101.07,101.35,100.45,101.12,3686600,-0.3653081319738902,-0.15383522945103917,-0.21147290252285106,50.403346610040046,-0.8999999999999915,82.0813804130671,63.01698583283706
2000-08-07,101.35,102.54,101.12,102.33,4159800,-0.2052779181367015,-0.16412376718817162,-0.041154150948529866,55.344967306620674,0.8900000000000006,93.55576338858391,80.23506149703267
2000-08-08,101.89,102.8,101.89,102.71,3658700,-0.04724538116298049,-0.1407480899831334,0.09350270882015291,56.800683845237245,0.9499999999999886,95.16341829927411,90.26685403364174
2000-08-09,103.03,103.08,101.81,101.85,5383800,0.00850370485532892,-0.11089773101544094,0.11940143587076986,52.6199156367951,1.0799999999999983,88.54079896637427,92.4199935514108
2000-08-10,101.92,102.14,101.05,101.35,4193400,0.012198815498095428,-0.08627842171273367,0.0984772372108291,50.30176330431514,0.9199999999999875,68.35994564972923,84.02138763845925
2000-08-11,101.29,102.24,100.56,101.83,5089400,0.05324542565413992,-0.05837365223935895,0.11161907789349887,52.466702406340794,3.6700000000000017,52.52813022774988,69.80962494795116
2000-08-14,102.09,103.32,101.59,103.12,2966700,0.1877036481336063,-0.009158192164765898,0.1968618402983722,57.78861200988249,4.329999999999998,59.12366030154099,60.003912059673404
2000-08-15,103.17,103.49,102.63,103.04,5564600,0.28452757004049545,0.04957896027628637,0.2349486097642091,57.35970669178849,3.6500000000000057,75.93069560349598,62.52749537759565
2000-08-16,103.15,103.58,102.13,102.67,5191600,0.32762861916937425,0.10518889205490395,0.2224397271144703,55.314875199872695,2.780000000000001,82.42093702751227,72.49176431084977
2000-08-17,102.71,103.92,102.48,103.75,5652200,0.44381743408037266,0.17291460045999768,0.270902833620375,59.817765825743585,3.1700000000000017,83.14988802820226,80.50050688640353
2000-08-18,103.88,103.88,103.08,103.4,4626400,0.5018705804171475,0.23870579645142764,0.26316478396571985,57.78551918274765,2.280000000000001,80.830143097609,82.13365605110788
2000-08-21,103.64,104.12,103.21,103.97,2380600,0.5871045773429131,0.3083855526297247,0.2787190247131884,60.15942414549662,1.6400000000000006,88.36173039391383,84.11392050657507
2000-08-22,104.01,104.53,103.69,103.79,3075300,0.6328337250500766,0.3732751871137951,0.25955853793628153,59.030510435449266,1.0800000000000125,79.77046055264411,82.98744468138902
2000-08-23,103.49,104.51,103.12,104.2,5483200,0.6941561772417089,0.43745138513937787,0.256704792102331,60.83339944263601,2.3500000000000085,81.84380574961536,83.3253322320578
2000-08-24,104.42,104.66,103.97,104.53,4529000,0.7606150081355452,0.5020841097386113,0.2585308983969339,62.272468370128166,3.180000000000007,81.61375252993061,81.07600627739673
2000-08-25,104.42,104.74,104.27,104.48,2822200,0.8000273114496821,0.5616727500808254,0.2383545613688567,61.90135498331452,2.6500000000000057,86.54173606902532,83.33309811619046
2000-08-28,104.48,105.63,104.48,104.84,5518700,0.850506725026861,0.6194395450700325,0.23106717995682846,63.58410168242232,1.7199999999999989,81.41622186567616,83.19057015487739
2000-08-29,104.61,104.92,104.25,104.86,3561900,0.8819591803932809,0.6719434721346822,0.21001570825859872,63.6800784892362,1.8199999999999932,73.93307428721357,80.63034407397173
2000-08-30,104.53,104.66,103.86,103.86,3964800,0.8167785208610638,0.7009104818799585,0.11586803898110531,55.766014395164966,1.1899999999999977,45.94953519256321,67.09961044848436
2000-08-31,104.35,105.76,104.25,105.24,4863100,0.8664885053203193,0.7340260865680307,0.1324624187522886,62.66219365188773,1.4899999999999949,47.31809603690491,55.733568505560605
2000-09-01,105.87,106.1,105.0,105.35,3191200,0.9043354902348995,0.7680879673014045,0.13624752293349496,63.15528339881838,1.9499999999999886,46.38314536340838,46.5502588642922
